name,description,lat,lng
"1805 Alkire St,Golden, CO 80401, USA","description: <br>INDEX: 258170<br>LATITUDE: 39.7434<br>LONGITUDE: -105.149<br>GOOGLE_ADDRESS: 1805 Alkire St,Golden, CO 80401, USA<br>IMAGE_NAME: 1805 Alkire St,Golden, CO 80401, USA.jpg",39.743445,-105.148564
"13449 W 9th Pl,Golden, CO 80401, USA","description: <br>INDEX: 258172<br>LATITUDE: 39.7317<br>LONGITUDE: -105.15<br>GOOGLE_ADDRESS: 13449 W 9th Pl,Golden, CO 80401, USA<br>IMAGE_NAME: 13449 W 9th Pl,Golden, CO 80401, USA.jpg",39.731685,-105.15031
"885 Braun Ct,Golden, CO 80401, USA","description: <br>INDEX: 258190<br>LATITUDE: 39.7306<br>LONGITUDE: -105.151<br>GOOGLE_ADDRESS: 885 Braun Ct,Golden, CO 80401, USA<br>IMAGE_NAME: 885 Braun Ct,Golden, CO 80401, USA.jpg",39.730596,-105.15095
"13548 W Alaska Dr,Lakewood, CO 80228, USA","description: <br>INDEX: 258191<br>LATITUDE: 39.707<br>LONGITUDE: -105.151<br>GOOGLE_ADDRESS: 13548 W Alaska Dr,Lakewood, CO 80228, USA<br>IMAGE_NAME: 13548 W Alaska Dr,Lakewood, CO 80228, USA.jpg",39.706975,-105.150729
"13452 W 21st Ave,Golden, CO 80401, USA","description: <br>INDEX: 258197<br>LATITUDE: 39.7502<br>LONGITUDE: -105.151<br>GOOGLE_ADDRESS: 13452 W 21st Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 13452 W 21st Ave,Golden, CO 80401, USA.jpg",39.750152,-105.150684
"1485 Orchard Dr,Golden, CO 80401, USA","description: <br>INDEX: 258205<br>LATITUDE: 39.7394<br>LONGITUDE: -105.151<br>GOOGLE_ADDRESS: 1485 Orchard Dr,Golden, CO 80401, USA<br>IMAGE_NAME: 1485 Orchard Dr,Golden, CO 80401, USA.jpg",39.739388,-105.150571
"2072 Coors Dr,Golden, CO 80401, USA","description: <br>INDEX: 258232<br>LATITUDE: 39.749<br>LONGITUDE: -105.153<br>GOOGLE_ADDRESS: 2072 Coors Dr,Golden, CO 80401, USA<br>IMAGE_NAME: 2072 Coors Dr,Golden, CO 80401, USA.jpg",39.749004,-105.152552
"12473 W 8th Ave,Golden, CO 80401, USA","description: <br>INDEX: 258238<br>LATITUDE: 39.7293<br>LONGITUDE: -105.139<br>GOOGLE_ADDRESS: 12473 W 8th Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 12473 W 8th Ave,Golden, CO 80401, USA.jpg",39.729325,-105.138753
"12546 W 8th Pl,Golden, CO 80401, USA","description: <br>INDEX: 258257<br>LATITUDE: 39.7298<br>LONGITUDE: -105.139<br>GOOGLE_ADDRESS: 12546 W 8th Pl,Golden, CO 80401, USA<br>IMAGE_NAME: 12546 W 8th Pl,Golden, CO 80401, USA.jpg",39.729777,-105.139473
"12680 Willow Ln,Lakewood, CO 80215, USA","description: <br>INDEX: 258270<br>LATITUDE: 39.745<br>LONGITUDE: -105.141<br>GOOGLE_ADDRESS: 12680 Willow Ln,Lakewood, CO 80215, USA<br>IMAGE_NAME: 12680 Willow Ln,Lakewood, CO 80215, USA.jpg",39.744958,-105.140587
"2205 Willow Ln,Lakewood, CO 80215, USA","description: <br>INDEX: 258274<br>LATITUDE: 39.75<br>LONGITUDE: -105.141<br>GOOGLE_ADDRESS: 2205 Willow Ln,Lakewood, CO 80215, USA<br>IMAGE_NAME: 2205 Willow Ln,Lakewood, CO 80215, USA.jpg",39.750033,-105.140587
"23 Ward Ct,Lakewood, CO 80228, USA","description: <br>INDEX: 258277<br>LATITUDE: 39.7152<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 23 Ward Ct,Lakewood, CO 80228, USA<br>IMAGE_NAME: 23 Ward Ct,Lakewood, CO 80228, USA.jpg",39.715171,-105.142051
"1570 Youngfield St,Lakewood, CO 80215, USA","description: <br>INDEX: 258279<br>LATITUDE: 39.7414<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 1570 Youngfield St,Lakewood, CO 80215, USA<br>IMAGE_NAME: 1570 Youngfield St,Lakewood, CO 80215, USA.jpg",39.741444,-105.142012
"2110 Applewood Dr,Lakewood, CO 80215, USA","description: <br>INDEX: 258282<br>LATITUDE: 39.7488<br>LONGITUDE: -105.141<br>GOOGLE_ADDRESS: 2110 Applewood Dr,Lakewood, CO 80215, USA<br>IMAGE_NAME: 2110 Applewood Dr,Lakewood, CO 80215, USA.jpg",39.74877,-105.14133
"270 Youngfield Dr,Lakewood, CO 80228, USA","description: <br>INDEX: 258290<br>LATITUDE: 39.7197<br>LONGITUDE: -105.143<br>GOOGLE_ADDRESS: 270 Youngfield Dr,Lakewood, CO 80228, USA<br>IMAGE_NAME: 270 Youngfield Dr,Lakewood, CO 80228, USA.jpg",39.719713,-105.142861
"975 Xenophon Ct,Golden, CO 80401, USA","description: <br>INDEX: 258298<br>LATITUDE: 39.7322<br>LONGITUDE: -105.142<br>GOOGLE_ADDRESS: 975 Xenophon Ct,Golden, CO 80401, USA<br>IMAGE_NAME: 975 Xenophon Ct,Golden, CO 80401, USA.jpg",39.732226,-105.142161
"12931 W 1st Pl,Lakewood, CO 80228, USA","description: <br>INDEX: 258303<br>LATITUDE: 39.7181<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 12931 W 1st Pl,Lakewood, CO 80228, USA<br>IMAGE_NAME: 12931 W 1st Pl,Lakewood, CO 80228, USA.jpg",39.718084,-105.143759
"1045 Zang St,Golden, CO 80401, USA","description: <br>INDEX: 258314<br>LATITUDE: 39.7339<br>LONGITUDE: -105.145<br>GOOGLE_ADDRESS: 1045 Zang St,Golden, CO 80401, USA<br>IMAGE_NAME: 1045 Zang St,Golden, CO 80401, USA.jpg",39.733853,-105.144732
"180 Yank Ct,Lakewood, CO 80228, USA","description: <br>INDEX: 258319<br>LATITUDE: 39.7178<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 180 Yank Ct,Lakewood, CO 80228, USA<br>IMAGE_NAME: 180 Yank Ct,Lakewood, CO 80228, USA.jpg",39.717778,-105.144433
"2164 Zang St,Golden, CO 80401, USA","description: <br>INDEX: 258322<br>LATITUDE: 39.7493<br>LONGITUDE: -105.144<br>GOOGLE_ADDRESS: 2164 Zang St,Golden, CO 80401, USA<br>IMAGE_NAME: 2164 Zang St,Golden, CO 80401, USA.jpg",39.749292,-105.144166
"27 Yank Way,Lakewood, CO 80228, USA","description: <br>INDEX: 258331<br>LATITUDE: 39.7158<br>LONGITUDE: -105.145<br>GOOGLE_ADDRESS: 27 Yank Way,Lakewood, CO 80228, USA<br>IMAGE_NAME: 27 Yank Way,Lakewood, CO 80228, USA.jpg",39.71585,-105.145264
"1030 Zinnia St,Golden, CO 80401, USA","description: <br>INDEX: 258337<br>LATITUDE: 39.7336<br>LONGITUDE: -105.145<br>GOOGLE_ADDRESS: 1030 Zinnia St,Golden, CO 80401, USA<br>IMAGE_NAME: 1030 Zinnia St,Golden, CO 80401, USA.jpg",39.733617,-105.145156
"58 S Yank Way,Lakewood, CO 80228, USA","description: <br>INDEX: 258338<br>LATITUDE: 39.7145<br>LONGITUDE: -105.145<br>GOOGLE_ADDRESS: 58 S Yank Way,Lakewood, CO 80228, USA<br>IMAGE_NAME: 58 S Yank Way,Lakewood, CO 80228, USA.jpg",39.714502,-105.145276
"1554 Taft Way,Lakewood, CO 80215, USA","description: <br>INDEX: 258346<br>LATITUDE: 39.7415<br>LONGITUDE: -105.132<br>GOOGLE_ADDRESS: 1554 Taft Way,Lakewood, CO 80215, USA<br>IMAGE_NAME: 1554 Taft Way,Lakewood, CO 80215, USA.jpg",39.741505,-105.132084
"12002 W Katherine Ave,Golden, CO 80401, USA","description: <br>INDEX: 258358<br>LATITUDE: 39.7334<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 12002 W Katherine Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 12002 W Katherine Ave,Golden, CO 80401, USA.jpg",39.733379,-105.133225
"280 S Union Blvd,Lakewood, CO 80228, USA","description: <br>INDEX: 258366<br>LATITUDE: 39.7115<br>LONGITUDE: -105.133<br>GOOGLE_ADDRESS: 280 S Union Blvd,Lakewood, CO 80228, USA<br>IMAGE_NAME: 280 S Union Blvd,Lakewood, CO 80228, USA.jpg",39.711469,-105.13283
"1844 Winfield Dr,Lakewood, CO 80215, USA","description: <br>INDEX: 258390<br>LATITUDE: 39.7453<br>LONGITUDE: -105.135<br>GOOGLE_ADDRESS: 1844 Winfield Dr,Lakewood, CO 80215, USA<br>IMAGE_NAME: 1844 Winfield Dr,Lakewood, CO 80215, USA.jpg",39.745327,-105.135428
"925 Van Gordon St,Golden, CO 80401, USA","description: <br>INDEX: 258411<br>LATITUDE: 39.7312<br>LONGITUDE: -105.135<br>GOOGLE_ADDRESS: 925 Van Gordon St,Golden, CO 80401, USA<br>IMAGE_NAME: 925 Van Gordon St,Golden, CO 80401, USA.jpg",39.731241,-105.135356
"1105 Vivian St,Golden, CO 80401, USA","description: <br>INDEX: 258422<br>LATITUDE: 39.7328<br>LONGITUDE: -105.137<br>GOOGLE_ADDRESS: 1105 Vivian St,Golden, CO 80401, USA<br>IMAGE_NAME: 1105 Vivian St,Golden, CO 80401, USA.jpg",39.73278,-105.136674
"1270 Welch St,Golden, CO 80401, USA","description: <br>INDEX: 258434<br>LATITUDE: 39.7357<br>LONGITUDE: -105.137<br>GOOGLE_ADDRESS: 1270 Welch St,Golden, CO 80401, USA<br>IMAGE_NAME: 1270 Welch St,Golden, CO 80401, USA.jpg",39.735709,-105.137408
"1565 Routt St,Lakewood, CO 80215, USA","description: <br>INDEX: 258484<br>LATITUDE: 39.7416<br>LONGITUDE: -105.127<br>GOOGLE_ADDRESS: 1565 Routt St,Lakewood, CO 80215, USA<br>IMAGE_NAME: 1565 Routt St,Lakewood, CO 80215, USA.jpg",39.741559,-105.12732
"1770 Simms St,Lakewood, CO 80215, USA","description: <br>INDEX: 258494<br>LATITUDE: 39.7445<br>LONGITUDE: -105.128<br>GOOGLE_ADDRESS: 1770 Simms St,Lakewood, CO 80215, USA<br>IMAGE_NAME: 1770 Simms St,Lakewood, CO 80215, USA.jpg",39.744508,-105.127902
"1510 Simms St,Lakewood, CO 80215, USA","description: <br>INDEX: 258498<br>LATITUDE: 39.7408<br>LONGITUDE: -105.128<br>GOOGLE_ADDRESS: 1510 Simms St,Lakewood, CO 80215, USA<br>IMAGE_NAME: 1510 Simms St,Lakewood, CO 80215, USA.jpg",39.740764,-105.127853
"11635 W Security Ave,Golden, CO 80401, USA","description: <br>INDEX: 258506<br>LATITUDE: 39.7376<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: 11635 W Security Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 11635 W Security Ave,Golden, CO 80401, USA.jpg",39.737575,-105.129024
"1930 Tabor St,Lakewood, CO 80215, USA","description: <br>INDEX: 258510<br>LATITUDE: 39.7466<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: 1930 Tabor St,Lakewood, CO 80215, USA<br>IMAGE_NAME: 1930 Tabor St,Lakewood, CO 80215, USA.jpg",39.746593,-105.129308
"2164 Tabor Pl,Lakewood, CO 80215, USA","description: <br>INDEX: 258528<br>LATITUDE: 39.7493<br>LONGITUDE: -105.129<br>GOOGLE_ADDRESS: 2164 Tabor Pl,Lakewood, CO 80215, USA<br>IMAGE_NAME: 2164 Tabor Pl,Lakewood, CO 80215, USA.jpg",39.749334,-105.129258
"11720 W Independence Ave,Golden, CO 80401, USA","description: <br>INDEX: 258546<br>LATITUDE: 39.739<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 11720 W Independence Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 11720 W Independence Ave,Golden, CO 80401, USA.jpg",39.738995,-105.129887
"11841 W 14th Ave,Golden, CO 80401, USA","description: <br>INDEX: 258552<br>LATITUDE: 39.7386<br>LONGITUDE: -105.131<br>GOOGLE_ADDRESS: 11841 W 14th Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 11841 W 14th Ave,Golden, CO 80401, USA.jpg",39.738606,-105.131094
"1560 Tabor St,Lakewood, CO 80215, USA","description: <br>INDEX: 258558<br>LATITUDE: 39.7414<br>LONGITUDE: -105.13<br>GOOGLE_ADDRESS: 1560 Tabor St,Lakewood, CO 80215, USA<br>IMAGE_NAME: 1560 Tabor St,Lakewood, CO 80215, USA.jpg",39.741362,-105.130414
"15635 W 10th Ave,Golden, CO 80401, USA","description: <br>INDEX: 259348<br>LATITUDE: 39.733<br>LONGITUDE: -105.176<br>GOOGLE_ADDRESS: 15635 W 10th Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 15635 W 10th Ave,Golden, CO 80401, USA.jpg",39.733039,-105.175513
"8 S McIntyre Way,Golden, CO 80401, USA","description: <br>INDEX: 259352<br>LATITUDE: 39.7156<br>LONGITUDE: -105.175<br>GOOGLE_ADDRESS: 8 S McIntyre Way,Golden, CO 80401, USA<br>IMAGE_NAME: 8 S McIntyre Way,Golden, CO 80401, USA.jpg",39.715633,-105.175255
"Genesis of Golden Service,15601 W Colfax Ave, Golden, CO 80401, United States","description: <br>INDEX: 259353<br>LATITUDE: 39.7305<br>LONGITUDE: -105.175<br>GOOGLE_ADDRESS: Genesis of Golden Service,15601 W Colfax Ave, Golden, CO 80401, United States<br>IMAGE_NAME: Genesis of Golden Service,15601 W Colfax Ave, Golden, CO 80401, United States.jpg",39.730492,-105.175499
"15834 W 3rd Ave,Golden, CO 80401, USA","description: <br>INDEX: 259355<br>LATITUDE: 39.7204<br>LONGITUDE: -105.178<br>GOOGLE_ADDRESS: 15834 W 3rd Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 15834 W 3rd Ave,Golden, CO 80401, USA.jpg",39.720432,-105.177596
"15865 W 11th Ave,Golden, CO 80401, USA","description: <br>INDEX: 259356<br>LATITUDE: 39.7354<br>LONGITUDE: -105.178<br>GOOGLE_ADDRESS: 15865 W 11th Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 15865 W 11th Ave,Golden, CO 80401, USA.jpg",39.735366,-105.177518
"15865 W 3rd Pl,Golden, CO 80401, USA","description: <br>INDEX: 259357<br>LATITUDE: 39.7216<br>LONGITUDE: -105.178<br>GOOGLE_ADDRESS: 15865 W 3rd Pl,Golden, CO 80401, USA<br>IMAGE_NAME: 15865 W 3rd Pl,Golden, CO 80401, USA.jpg",39.721572,-105.178104
"15428 W Ellsworth Dr,Golden, CO 80401, USA","description: <br>INDEX: 259368<br>LATITUDE: 39.7169<br>LONGITUDE: -105.173<br>GOOGLE_ADDRESS: 15428 W Ellsworth Dr,Golden, CO 80401, USA<br>IMAGE_NAME: 15428 W Ellsworth Dr,Golden, CO 80401, USA.jpg",39.716869,-105.172553
"15345 W Maple Ave,Golden, CO 80401, USA","description: <br>INDEX: 259369<br>LATITUDE: 39.714<br>LONGITUDE: -105.172<br>GOOGLE_ADDRESS: 15345 W Maple Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 15345 W Maple Ave,Golden, CO 80401, USA.jpg",39.714013,-105.172328
"7 McIntyre Cir,Golden, CO 80401, USA","description: <br>INDEX: 259390<br>LATITUDE: 39.7167<br>LONGITUDE: -105.174<br>GOOGLE_ADDRESS: 7 McIntyre Cir,Golden, CO 80401, USA<br>IMAGE_NAME: 7 McIntyre Cir,Golden, CO 80401, USA.jpg",39.716707,-105.173835
"725 Joyce St,Golden, CO 80401, USA","description: <br>INDEX: 259413<br>LATITUDE: 39.7282<br>LONGITUDE: -105.168<br>GOOGLE_ADDRESS: 725 Joyce St,Golden, CO 80401, USA<br>IMAGE_NAME: 725 Joyce St,Golden, CO 80401, USA.jpg",39.728179,-105.168201
"15126 W Maple Ave,Golden, CO 80401, USA","description: <br>INDEX: 259416<br>LATITUDE: 39.7133<br>LONGITUDE: -105.169<br>GOOGLE_ADDRESS: 15126 W Maple Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 15126 W Maple Ave,Golden, CO 80401, USA.jpg",39.713268,-105.169335
"Denver West,Colorado 80401, USA","description: <br>INDEX: 259425<br>LATITUDE: 39.7456<br>LONGITUDE: -105.161<br>GOOGLE_ADDRESS: Denver West,Colorado 80401, USA<br>IMAGE_NAME: Denver West,Colorado 80401, USA.jpg",39.745568,-105.161475
"2095 Elderberry Rd,Golden, CO 80401, USA","description: <br>INDEX: 259429<br>LATITUDE: 39.7484<br>LONGITUDE: -105.161<br>GOOGLE_ADDRESS: 2095 Elderberry Rd,Golden, CO 80401, USA<br>IMAGE_NAME: 2095 Elderberry Rd,Golden, CO 80401, USA.jpg",39.748374,-105.160522
"14546 W Byers Pl,Golden, CO 80401, USA","description: <br>INDEX: 259432<br>LATITUDE: 39.7117<br>LONGITUDE: -105.162<br>GOOGLE_ADDRESS: 14546 W Byers Pl,Golden, CO 80401, USA<br>IMAGE_NAME: 14546 W Byers Pl,Golden, CO 80401, USA.jpg",39.711654,-105.162378
"632 S Gardenia St,Lakewood, CO 80228, USA","description: <br>INDEX: 259441<br>LATITUDE: 39.708<br>LONGITUDE: -105.162<br>GOOGLE_ADDRESS: 632 S Gardenia St,Lakewood, CO 80228, USA<br>IMAGE_NAME: 632 S Gardenia St,Lakewood, CO 80228, USA.jpg",39.707962,-105.162023
"122 S Holman Way,Golden, CO 80401, USA","description: <br>INDEX: 259445<br>LATITUDE: 39.7139<br>LONGITUDE: -105.163<br>GOOGLE_ADDRESS: 122 S Holman Way,Golden, CO 80401, USA<br>IMAGE_NAME: 122 S Holman Way,Golden, CO 80401, USA.jpg",39.713907,-105.163268
"Redbud Consulting,14594 W 3rd Ave, Golden, CO 80401, United States","description: <br>INDEX: 259447<br>LATITUDE: 39.7187<br>LONGITUDE: -105.164<br>GOOGLE_ADDRESS: Redbud Consulting,14594 W 3rd Ave, Golden, CO 80401, United States<br>IMAGE_NAME: Redbud Consulting,14594 W 3rd Ave, Golden, CO 80401, United States.jpg",39.718743,-105.16378
"75 Flora Way,Golden, CO 80401, USA","description: <br>INDEX: 259452<br>LATITUDE: 39.7177<br>LONGITUDE: -105.158<br>GOOGLE_ADDRESS: 75 Flora Way,Golden, CO 80401, USA<br>IMAGE_NAME: 75 Flora Way,Golden, CO 80401, USA.jpg",39.717729,-105.158356
"360 Ellis Way,Golden, CO 80401, USA","description: <br>INDEX: 259457<br>LATITUDE: 39.7218<br>LONGITUDE: -105.157<br>GOOGLE_ADDRESS: 360 Ellis Way,Golden, CO 80401, USA<br>IMAGE_NAME: 360 Ellis Way,Golden, CO 80401, USA.jpg",39.72184,-105.157291
"14050 W Center Dr,Lakewood, CO 80228, USA","description: <br>INDEX: 259461<br>LATITUDE: 39.7058<br>LONGITUDE: -105.158<br>GOOGLE_ADDRESS: 14050 W Center Dr,Lakewood, CO 80228, USA<br>IMAGE_NAME: 14050 W Center Dr,Lakewood, CO 80228, USA.jpg",39.705791,-105.157655
"2187 Elderberry Rd,Golden, CO 80401, USA","description: <br>INDEX: 259464<br>LATITUDE: 39.7499<br>LONGITUDE: -105.159<br>GOOGLE_ADDRESS: 2187 Elderberry Rd,Golden, CO 80401, USA<br>IMAGE_NAME: 2187 Elderberry Rd,Golden, CO 80401, USA.jpg",39.749948,-105.158981
"14388 W Ellsworth Pl,Golden, CO 80401, USA","description: <br>INDEX: 259478<br>LATITUDE: 39.7175<br>LONGITUDE: -105.16<br>GOOGLE_ADDRESS: 14388 W Ellsworth Pl,Golden, CO 80401, USA<br>IMAGE_NAME: 14388 W Ellsworth Pl,Golden, CO 80401, USA.jpg",39.717459,-105.159659
"2249 Old Quarry Rd,Golden, CO 80401, USA","description: <br>INDEX: 259479<br>LATITUDE: 39.7502<br>LONGITUDE: -105.159<br>GOOGLE_ADDRESS: 2249 Old Quarry Rd,Golden, CO 80401, USA<br>IMAGE_NAME: 2249 Old Quarry Rd,Golden, CO 80401, USA.jpg",39.750194,-105.15949
"135 S Flora Way,Golden, CO 80401, USA","description: <br>INDEX: 259481<br>LATITUDE: 39.7136<br>LONGITUDE: -105.159<br>GOOGLE_ADDRESS: 135 S Flora Way,Golden, CO 80401, USA<br>IMAGE_NAME: 135 S Flora Way,Golden, CO 80401, USA.jpg",39.713641,-105.159346
"15907 W Ellsworth Ln,Golden, CO 80401, USA","description: <br>INDEX: 259486<br>LATITUDE: 39.7169<br>LONGITUDE: -105.178<br>GOOGLE_ADDRESS: 15907 W Ellsworth Ln,Golden, CO 80401, USA<br>IMAGE_NAME: 15907 W Ellsworth Ln,Golden, CO 80401, USA.jpg",39.716885,-105.178239
"15898 W Ellsworth Dr,Golden, CO 80401, USA","description: <br>INDEX: 259487<br>LATITUDE: 39.7155<br>LONGITUDE: -105.179<br>GOOGLE_ADDRESS: 15898 W Ellsworth Dr,Golden, CO 80401, USA<br>IMAGE_NAME: 15898 W Ellsworth Dr,Golden, CO 80401, USA.jpg",39.715547,-105.178561
"15947 W Ellsworth Ln,Golden, CO 80401, USA","description: <br>INDEX: 259488<br>LATITUDE: 39.717<br>LONGITUDE: -105.179<br>GOOGLE_ADDRESS: 15947 W Ellsworth Ln,Golden, CO 80401, USA<br>IMAGE_NAME: 15947 W Ellsworth Ln,Golden, CO 80401, USA.jpg",39.716965,-105.178674
"239 Norse St,Golden, CO 80401, USA","description: <br>INDEX: 259489<br>LATITUDE: 39.7199<br>LONGITUDE: -105.179<br>GOOGLE_ADDRESS: 239 Norse St,Golden, CO 80401, USA<br>IMAGE_NAME: 239 Norse St,Golden, CO 80401, USA.jpg",39.719937,-105.178706
"13840 W Dakota Pl,Lakewood, CO 80228, USA","description: <br>INDEX: 259496<br>LATITUDE: 39.7086<br>LONGITUDE: -105.155<br>GOOGLE_ADDRESS: 13840 W Dakota Pl,Lakewood, CO 80228, USA<br>IMAGE_NAME: 13840 W Dakota Pl,Lakewood, CO 80228, USA.jpg",39.708601,-105.154788
"13791 W Dakota Ave,Lakewood, CO 80228, USA","description: <br>INDEX: 259500<br>LATITUDE: 39.7098<br>LONGITUDE: -105.154<br>GOOGLE_ADDRESS: 13791 W Dakota Ave,Lakewood, CO 80228, USA<br>IMAGE_NAME: 13791 W Dakota Ave,Lakewood, CO 80228, USA.jpg",39.70978,-105.154492
"462 Deframe Ct,Golden, CO 80401, USA","description: <br>INDEX: 259504<br>LATITUDE: 39.7232<br>LONGITUDE: -105.154<br>GOOGLE_ADDRESS: 462 Deframe Ct,Golden, CO 80401, USA<br>IMAGE_NAME: 462 Deframe Ct,Golden, CO 80401, USA.jpg",39.723214,-105.15443
"13961 Braun Dr,Golden, CO 80401, USA","description: <br>INDEX: 259506<br>LATITUDE: 39.7481<br>LONGITUDE: -105.156<br>GOOGLE_ADDRESS: 13961 Braun Dr,Golden, CO 80401, USA<br>IMAGE_NAME: 13961 Braun Dr,Golden, CO 80401, USA.jpg",39.748065,-105.15588
"13868 W 3rd Pl,Golden, CO 80401, USA","description: <br>INDEX: 259514<br>LATITUDE: 39.7215<br>LONGITUDE: -105.155<br>GOOGLE_ADDRESS: 13868 W 3rd Pl,Golden, CO 80401, USA<br>IMAGE_NAME: 13868 W 3rd Pl,Golden, CO 80401, USA.jpg",39.721495,-105.155073
"13860 W 7th Ave,Golden, CO 80401, USA","description: <br>INDEX: 259515<br>LATITUDE: 39.7271<br>LONGITUDE: -105.155<br>GOOGLE_ADDRESS: 13860 W 7th Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 13860 W 7th Ave,Golden, CO 80401, USA.jpg",39.727112,-105.155109
"117 McIntyre Cir,Golden, CO 80401, USA","description: <br>INDEX: 259530<br>LATITUDE: 39.7171<br>LONGITUDE: -105.176<br>GOOGLE_ADDRESS: 117 McIntyre Cir,Golden, CO 80401, USA<br>IMAGE_NAME: 117 McIntyre Cir,Golden, CO 80401, USA.jpg",39.717096,-105.17587
"89 Lupine Way,Golden, CO 80401, USA","description: <br>INDEX: 259531<br>LATITUDE: 39.7183<br>LONGITUDE: -105.174<br>GOOGLE_ADDRESS: 89 Lupine Way,Golden, CO 80401, USA<br>IMAGE_NAME: 89 Lupine Way,Golden, CO 80401, USA.jpg",39.718276,-105.1745
"960 McIntyre St,Golden, CO 80401, USA","description: <br>INDEX: 259537<br>LATITUDE: 39.7319<br>LONGITUDE: -105.175<br>GOOGLE_ADDRESS: 960 McIntyre St,Golden, CO 80401, USA<br>IMAGE_NAME: 960 McIntyre St,Golden, CO 80401, USA.jpg",39.731936,-105.174512
"J.A.D.E,15764 W 3rd Ave, Golden, CO 80401, United States","description: <br>INDEX: 259538<br>LATITUDE: 39.7203<br>LONGITUDE: -105.177<br>GOOGLE_ADDRESS: J.A.D.E,15764 W 3rd Ave, Golden, CO 80401, United States<br>IMAGE_NAME: J.A.D.E,15764 W 3rd Ave, Golden, CO 80401, United States.jpg",39.720319,-105.176875
"15795 W 11th Pl,Golden, CO 80401, USA","description: <br>INDEX: 259539<br>LATITUDE: 39.735<br>LONGITUDE: -105.177<br>GOOGLE_ADDRESS: 15795 W 11th Pl,Golden, CO 80401, USA<br>IMAGE_NAME: 15795 W 11th Pl,Golden, CO 80401, USA.jpg",39.735006,-105.177026
"15736 W 3rd Ave,Golden, CO 80401, USA","description: <br>INDEX: 259540<br>LATITUDE: 39.7201<br>LONGITUDE: -105.176<br>GOOGLE_ADDRESS: 15736 W 3rd Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 15736 W 3rd Ave,Golden, CO 80401, USA.jpg",39.720131,-105.176206
"15726 W 3rd Ave,Golden, CO 80401, USA","description: <br>INDEX: 259541<br>LATITUDE: 39.7202<br>LONGITUDE: -105.176<br>GOOGLE_ADDRESS: 15726 W 3rd Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 15726 W 3rd Ave,Golden, CO 80401, USA.jpg",39.720199,-105.175975
"14022 W 22nd Ave,Golden, CO 80401, USA","description: <br>INDEX: 259543<br>LATITUDE: 39.7496<br>LONGITUDE: -105.157<br>GOOGLE_ADDRESS: 14022 W 22nd Ave,Golden, CO 80401, USA<br>IMAGE_NAME: 14022 W 22nd Ave,Golden, CO 80401, USA.jpg",39.74957,-105.156881
"845 Nile Ct,Golden, CO 80401, USA","description: <br>INDEX: 259546<br>LATITUDE: 39.73<br>LONGITUDE: -105.178<br>GOOGLE_ADDRESS: 845 Nile Ct,Golden, CO 80401, USA<br>IMAGE_NAME: 845 Nile Ct,Golden, CO 80401, USA.jpg",39.730024,-105.178131
"15846 W Bayaud Dr,Golden, CO 80401, USA","description: <br>INDEX: 259549<br>LATITUDE: 39.7142<br>LONGITUDE: -105.178<br>GOOGLE_ADDRESS: 15846 W Bayaud Dr,Golden, CO 80401, USA<br>IMAGE_NAME: 15846 W Bayaud Dr,Golden, CO 80401, USA.jpg",39.714178,-105.1778
"15800 W 14th Pl,Golden, CO 80401, USA","description: <br>INDEX: 259550<br>LATITUDE: 39.7394<br>LONGITUDE: -105.178<br>GOOGLE_ADDRESS: 15800 W 14th Pl,Golden, CO 80401, USA<br>IMAGE_NAME: 15800 W 14th Pl,Golden, CO 80401, USA.jpg",39.739425,-105.17785
"750 Coors St,Golden, CO 80401, USA","description: <br>INDEX: 259554<br>LATITUDE: 39.7284<br>LONGITUDE: -105.153<br>GOOGLE_ADDRESS: 750 Coors St,Golden, CO 80401, USA<br>IMAGE_NAME: 750 Coors St,Golden, CO 80401, USA.jpg",39.728418,-105.152702
